id,age,job,marital,education,preferred_contact,balance,loan_house,loan_personal,n_marketing_contacts,marketing_potential,call_length,investment,period
2959,30,management,single,tertiary,cellular,502,no,yes,0,uknown,572,138.68,0
2960,60,admin.,divorced,secondary,telephone,12039,no,no,0,uknown,236,1452.14,0
2961,37,housemaid,married,primary,cellular,94,yes,no,0,uknown,114,0,0
2962,44,management,divorced,tertiary,cellular,3,no,no,0,uknown,248,0,0
2963,50,blue-collar,married,secondary,cellular,2013,no,yes,0,uknown,226,0,0
2964,41,management,married,tertiary,cellular,49,yes,no,0,uknown,312,0,0
2965,34,technician,single,secondary,cellular,1259,yes,no,1,low,379,0,0
2966,50,housemaid,married,secondary,telephone,3016,yes,no,0,uknown,65,0,0
2967,55,management,single,tertiary,cellular,1498,no,no,0,uknown,340,0,0
2968,34,services,married,secondary,cellular,2021,yes,yes,8,uknown,51,0,0
2969,28,technician,single,secondary,cellular,-97,no,no,0,uknown,96,0,0
2970,39,housemaid,married,secondary,cellular,315,yes,no,0,uknown,90,0,0
2971,54,technician,divorced,secondary,cellular,1114,yes,no,0,uknown,81,0,0
2972,53,admin.,married,secondary,NA,244,yes,yes,0,uknown,197,0,0
2973,36,management,married,NA,NA,-35,yes,yes,0,uknown,17,0,0
2974,53,self-employed,divorced,secondary,cellular,8112,yes,yes,0,uknown,64,0,0
2975,33,admin.,single,secondary,cellular,1834,yes,no,0,uknown,11,0,0
2976,31,admin.,married,secondary,NA,439,no,no,0,uknown,233,0,0
2977,52,blue-collar,married,secondary,cellular,580,no,no,0,uknown,965,314.8,0
2978,51,blue-collar,married,primary,telephone,-27,no,no,0,uknown,158,0,0
2979,30,technician,single,secondary,cellular,1165,no,no,3,high,204,391.33,0
2980,44,management,married,tertiary,telephone,4460,no,no,0,uknown,168,0,0
2981,50,management,married,secondary,telephone,633,no,yes,6,low,302,0,0
2982,38,NA,married,NA,NA,124,yes,no,0,uknown,37,0,0
2983,45,blue-collar,married,secondary,NA,-221,yes,yes,0,uknown,170,0,0
2984,29,services,married,secondary,NA,340,yes,yes,0,uknown,297,0,0
2985,48,self-employed,married,tertiary,cellular,16,yes,yes,0,uknown,214,0,0
2986,43,blue-collar,divorced,secondary,NA,1138,no,no,0,uknown,65,0,0
2987,56,entrepreneur,married,secondary,cellular,339,yes,no,3,uknown,251,0,0
2988,40,self-employed,married,primary,cellular,42,no,no,0,uknown,264,0,0
2989,46,services,married,secondary,cellular,22,yes,no,3,low,153,0,0
2990,34,admin.,married,secondary,cellular,444,yes,no,0,uknown,173,0,0
2991,39,housemaid,married,tertiary,NA,240,yes,no,0,uknown,17,0,0
2992,33,management,married,tertiary,cellular,73,yes,no,0,uknown,214,0,0
2993,61,admin.,married,NA,cellular,4629,yes,no,2,high,349,701.44,0
2994,40,services,single,secondary,NA,546,yes,no,0,uknown,219,0,0
2995,50,blue-collar,married,secondary,telephone,1329,yes,yes,0,uknown,141,0,0
2996,25,services,single,secondary,cellular,505,no,no,0,uknown,284,287.31,0
2997,43,management,single,tertiary,cellular,1806,yes,no,0,uknown,161,0,0
2998,59,retired,married,primary,cellular,4007,no,no,6,low,581,0,0
2999,37,management,single,tertiary,cellular,1572,no,no,0,uknown,90,0,0
3000,23,blue-collar,single,secondary,NA,1690,yes,yes,0,uknown,163,0,0
3001,26,services,single,tertiary,cellular,2803,no,no,0,uknown,11,0,0
3002,37,blue-collar,married,secondary,cellular,539,yes,yes,2,low,147,0,0
3003,47,services,married,secondary,NA,2796,yes,no,0,uknown,57,0,0
3004,33,technician,married,secondary,cellular,346,yes,yes,0,uknown,379,0,0
3005,34,management,divorced,secondary,cellular,291,no,no,0,uknown,91,0,0
3006,28,student,single,secondary,cellular,0,no,no,0,uknown,209,249.59,0
3007,36,unemployed,married,tertiary,cellular,73,no,no,0,uknown,172,0,0
3008,31,NA,married,tertiary,cellular,526,no,no,0,uknown,130,0,0
3009,43,management,married,tertiary,NA,1451,yes,no,0,uknown,11,0,0
3010,53,admin.,divorced,tertiary,cellular,493,yes,yes,0,uknown,64,0,0
3011,35,services,single,secondary,cellular,1063,yes,yes,0,uknown,327,0,0
3012,50,management,divorced,tertiary,cellular,100,yes,yes,3,low,157,0,0
3013,42,management,single,tertiary,NA,1206,no,no,0,uknown,136,0,0
3014,55,management,divorced,tertiary,cellular,17,no,no,0,uknown,129,0,0
3015,35,blue-collar,single,secondary,cellular,74,yes,no,0,uknown,360,0,0
3016,25,management,single,tertiary,cellular,295,no,no,0,uknown,169,0,0
3017,37,technician,divorced,tertiary,cellular,1762,yes,no,1,low,309,0,0
3018,39,services,single,secondary,NA,-106,no,no,0,uknown,60,0,0
3019,46,housemaid,married,secondary,cellular,1000,no,no,0,uknown,96,0,0
3020,39,admin.,married,primary,NA,237,no,no,0,uknown,215,0,0
3021,35,admin.,married,secondary,cellular,269,yes,yes,0,uknown,392,0,0
3022,38,technician,married,secondary,NA,625,yes,no,0,uknown,140,0,0
3023,39,management,married,tertiary,cellular,0,yes,no,0,uknown,811,264.97,0
3024,33,services,married,secondary,cellular,387,yes,no,2,low,327,0,0
3025,42,services,married,secondary,cellular,86,yes,no,0,uknown,385,0,0
3026,58,housemaid,divorced,primary,cellular,0,no,no,0,uknown,965,0,0
3027,27,blue-collar,single,secondary,NA,535,yes,no,0,uknown,360,0,0
3028,48,admin.,married,secondary,cellular,-509,no,yes,0,uknown,302,0,0
3029,43,blue-collar,divorced,secondary,NA,338,yes,no,0,uknown,116,0,0
3030,30,management,single,tertiary,cellular,985,yes,no,2,high,304,444.13,0
3031,56,management,divorced,tertiary,cellular,321,no,no,0,uknown,49,0,0
3032,36,management,single,tertiary,NA,891,yes,no,0,uknown,233,0,0
3033,28,management,single,secondary,cellular,171,no,no,0,uknown,93,284.29,0
3034,49,management,married,tertiary,cellular,261,no,no,0,uknown,225,0,0
3035,59,admin.,single,secondary,NA,848,no,no,0,uknown,63,0,0
3036,35,entrepreneur,single,secondary,NA,12961,yes,no,0,uknown,272,0,0
3037,38,services,married,secondary,cellular,2678,no,no,1,high,282,502.06,0
3038,28,student,married,tertiary,cellular,803,yes,no,0,uknown,324,0,0
3039,42,services,single,NA,NA,4800,no,no,0,uknown,10,0,0
3040,39,management,married,tertiary,NA,429,yes,no,0,uknown,272,0,0
3041,33,blue-collar,single,secondary,NA,688,no,no,0,uknown,226,0,0
3042,38,management,single,secondary,NA,53,no,no,0,uknown,280,0,0
3043,33,services,married,secondary,cellular,1330,yes,no,0,uknown,245,0,0
3044,44,housemaid,married,secondary,cellular,2541,no,no,0,uknown,138,0,0
3045,23,services,single,NA,cellular,15,yes,no,2,uknown,76,0,0
3046,34,management,single,tertiary,cellular,1049,yes,no,1,low,101,0,0
3047,48,technician,married,secondary,cellular,4265,yes,no,2,low,327,0,0
3048,45,blue-collar,single,primary,cellular,2121,no,no,0,uknown,326,0,0
3049,25,blue-collar,divorced,secondary,NA,2428,yes,no,0,uknown,376,0,0
3050,46,blue-collar,married,primary,NA,252,yes,no,0,uknown,570,0,0
3051,33,blue-collar,divorced,secondary,cellular,86,no,yes,1,low,183,0,0
3052,37,entrepreneur,married,tertiary,cellular,1514,no,yes,0,uknown,568,0,0
3053,38,technician,married,secondary,cellular,740,no,no,0,uknown,259,0,0
3054,47,technician,married,primary,NA,12531,yes,no,0,uknown,888,0,0
3055,23,student,single,secondary,cellular,107,no,no,1,high,84,30.19,0
3056,53,management,married,tertiary,NA,3443,yes,no,0,uknown,48,0,0
3057,33,technician,divorced,secondary,cellular,801,no,no,0,uknown,341,311.3,0
3058,42,management,divorced,tertiary,cellular,621,no,yes,0,uknown,87,0,0
3059,52,services,divorced,secondary,cellular,43,yes,yes,0,uknown,131,0,0
3060,33,services,single,secondary,cellular,310,yes,no,0,uknown,43,0,0
3061,34,management,single,tertiary,cellular,3679,yes,no,0,uknown,178,0,0
3062,56,retired,married,secondary,NA,397,yes,no,0,uknown,252,0,0
3063,40,blue-collar,married,primary,NA,640,yes,yes,0,uknown,347,0,0
3064,50,management,married,secondary,cellular,0,yes,no,1,low,152,0,0
3065,51,entrepreneur,married,primary,cellular,1443,no,no,0,uknown,172,412.88,0
3066,50,blue-collar,married,primary,telephone,506,yes,no,0,uknown,430,0,0
3067,46,management,married,tertiary,NA,618,yes,no,0,uknown,54,0,0
3068,26,technician,single,tertiary,NA,813,yes,no,0,uknown,140,0,0
3069,25,student,single,tertiary,cellular,1433,yes,no,0,uknown,520,0,0
3070,44,services,married,primary,NA,1161,yes,no,0,uknown,110,0,0
3071,43,management,married,tertiary,cellular,2886,no,no,0,uknown,230,0,0
3072,28,self-employed,single,tertiary,cellular,805,no,no,1,high,69,0,0
3073,34,technician,married,secondary,cellular,390,yes,no,2,low,95,279.68,0
3074,45,blue-collar,married,NA,NA,1263,yes,no,0,uknown,283,0,0
3075,50,management,married,secondary,cellular,268,no,no,2,low,74,0,0
3076,28,technician,married,tertiary,cellular,510,yes,no,0,uknown,110,0,0
3077,27,admin.,single,secondary,cellular,592,yes,yes,0,uknown,466,0,0
3078,35,retired,single,primary,NA,434,no,no,0,uknown,138,0,0
3079,35,blue-collar,married,secondary,cellular,80,yes,yes,1,low,317,0,0
3080,33,blue-collar,married,secondary,cellular,540,no,yes,0,uknown,88,0,0
3081,59,technician,married,tertiary,cellular,883,no,no,3,low,1551,0,0
3082,59,management,married,tertiary,cellular,5865,yes,no,0,uknown,250,0,0
3083,52,admin.,married,secondary,cellular,1113,no,yes,0,uknown,83,0,0
3084,30,blue-collar,single,secondary,cellular,0,yes,no,4,low,271,0,0
3085,37,blue-collar,married,secondary,cellular,103,yes,no,0,uknown,153,0,0
3086,51,retired,married,secondary,NA,0,no,no,0,uknown,70,0,0
3087,68,retired,married,tertiary,cellular,2820,no,no,2,low,154,165.18,0
3088,31,technician,married,tertiary,NA,1410,yes,no,0,uknown,42,0,0
3089,43,management,married,primary,cellular,0,yes,yes,0,uknown,123,0,0
3090,47,services,married,primary,cellular,675,no,no,0,uknown,152,0,0
3091,50,technician,married,secondary,cellular,232,no,no,0,uknown,90,0,0
3092,31,housemaid,married,primary,NA,203,yes,no,0,uknown,604,0,0
3093,45,blue-collar,single,secondary,cellular,0,yes,no,4,low,1472,227.27,0
3094,50,housemaid,divorced,secondary,cellular,0,no,no,0,uknown,126,0,0
3095,56,entrepreneur,single,NA,NA,2351,no,no,0,uknown,15,0,0
3096,42,blue-collar,married,secondary,NA,-921,yes,no,0,uknown,115,0,0
3097,28,blue-collar,single,primary,NA,722,yes,no,0,uknown,150,0,0
3098,35,technician,single,secondary,cellular,4645,yes,no,40,uknown,502,0,0
3099,49,management,married,tertiary,cellular,53,no,no,0,uknown,134,0,0
3100,30,self-employed,married,tertiary,NA,1785,no,no,0,uknown,235,438.38,0
3101,31,management,married,tertiary,cellular,40,no,no,0,uknown,118,0,0
3102,59,unemployed,divorced,secondary,cellular,7469,no,no,1,low,287,0,0
3103,38,services,married,secondary,cellular,7708,yes,no,3,uknown,218,0,0
3104,58,blue-collar,divorced,secondary,NA,-11,no,no,0,uknown,112,0,0
3105,34,technician,single,secondary,NA,1161,yes,no,0,uknown,192,0,0
3106,46,blue-collar,married,primary,cellular,809,no,no,0,uknown,160,0,0
3107,36,blue-collar,married,NA,cellular,1023,yes,no,0,uknown,184,0,0
3108,54,retired,single,secondary,cellular,515,yes,no,1,low,115,0,0
3109,27,student,single,secondary,telephone,106,yes,no,0,uknown,127,0,0
3110,46,entrepreneur,divorced,secondary,cellular,2514,yes,no,0,uknown,68,0,0
3111,31,services,married,secondary,cellular,490,yes,no,2,uknown,394,0,0
3112,38,technician,married,secondary,NA,634,no,no,0,uknown,211,0,0
3113,45,technician,married,secondary,NA,0,yes,yes,0,uknown,246,0,0
3114,37,self-employed,married,secondary,cellular,2203,no,yes,0,uknown,9,0,0
3115,42,services,married,secondary,cellular,1376,yes,no,0,uknown,712,407.42,0
3116,38,blue-collar,single,NA,telephone,5338,no,no,0,uknown,201,0,0
3117,51,management,married,tertiary,cellular,346,no,no,3,low,134,289.49,0
3118,26,blue-collar,married,primary,cellular,104,yes,no,2,uknown,230,0,0
3119,25,admin.,single,secondary,NA,4590,yes,no,0,uknown,199,0,0
3120,38,admin.,single,secondary,NA,435,no,no,0,uknown,117,0,0
3121,35,blue-collar,divorced,primary,cellular,0,yes,no,0,uknown,187,0,0
3122,58,technician,married,tertiary,telephone,1692,yes,no,0,uknown,517,0,0
3123,31,entrepreneur,married,tertiary,cellular,425,yes,no,0,uknown,96,0,0
3124,27,blue-collar,single,secondary,NA,0,yes,no,0,uknown,191,0,0
3125,78,retired,married,tertiary,telephone,1204,no,no,0,uknown,135,86.67,0
3126,42,blue-collar,married,secondary,telephone,704,yes,no,0,uknown,31,0,0
3127,40,services,single,secondary,NA,-306,yes,no,0,uknown,253,0,0
3128,40,blue-collar,married,secondary,cellular,1938,yes,no,0,uknown,228,0,0
3129,46,technician,married,secondary,cellular,499,yes,no,0,uknown,37,0,0
3130,36,technician,single,secondary,cellular,2511,yes,no,0,uknown,700,533.75,0
3131,30,services,single,secondary,NA,399,yes,yes,0,uknown,158,0,0
3132,49,admin.,single,primary,NA,181,yes,no,0,uknown,161,0,0
3133,25,unemployed,single,tertiary,cellular,2783,no,no,0,uknown,137,0,0
3134,40,unemployed,married,tertiary,cellular,2135,yes,no,1,low,171,0,0
3135,31,management,single,tertiary,cellular,288,no,no,0,uknown,364,0,0
3136,35,management,married,secondary,NA,1825,yes,no,0,uknown,42,0,0
3137,35,technician,divorced,secondary,NA,-94,yes,no,0,uknown,114,0,0
3138,36,management,single,tertiary,cellular,2163,no,no,0,uknown,317,0,0
3139,39,management,married,tertiary,cellular,894,yes,no,1,uknown,491,0,0
3140,46,self-employed,married,tertiary,cellular,226,no,no,0,uknown,561,0,0
3141,59,retired,married,primary,NA,5521,yes,yes,0,uknown,94,0,0
3142,53,management,single,tertiary,NA,720,yes,no,0,uknown,99,0,0
3143,33,admin.,divorced,secondary,cellular,661,yes,no,2,uknown,411,0,0
3144,54,management,married,tertiary,cellular,6525,yes,no,3,low,133,0,0
3145,24,admin.,single,secondary,NA,845,yes,no,0,uknown,105,0,0
3146,30,management,single,tertiary,telephone,1243,yes,no,1,low,86,0,0
3147,29,blue-collar,married,secondary,cellular,47,yes,yes,0,uknown,245,0,0
3148,30,management,single,tertiary,cellular,3473,no,no,0,uknown,1209,945.91,0
3149,29,blue-collar,married,secondary,NA,-28,yes,no,0,uknown,393,0,0
3150,29,student,single,secondary,cellular,314,no,no,0,uknown,465,37.36,0
3151,34,technician,single,tertiary,cellular,2481,no,no,14,uknown,220,0,0
3152,35,management,single,tertiary,cellular,1618,yes,yes,0,uknown,542,271.01,0
3153,40,management,married,tertiary,cellular,1777,yes,no,0,uknown,81,0,0
3154,59,retired,divorced,tertiary,NA,1197,yes,no,0,uknown,329,0,0
3155,40,management,married,secondary,cellular,-1545,no,no,0,uknown,70,0,0
3156,53,unemployed,married,secondary,NA,0,yes,no,0,uknown,313,0,0
3157,31,blue-collar,married,secondary,NA,41,yes,no,0,uknown,265,0,0
3158,54,retired,divorced,tertiary,cellular,3076,no,no,0,uknown,367,176.56,0
3159,31,management,single,tertiary,cellular,5691,yes,no,1,low,37,0,0
3160,32,technician,married,tertiary,cellular,1503,yes,yes,2,low,44,0,0
3161,49,self-employed,married,secondary,cellular,2576,yes,no,0,uknown,64,0,0
3162,34,services,single,primary,cellular,25,yes,yes,8,uknown,96,0,0
3163,47,admin.,married,secondary,NA,726,no,no,0,uknown,60,0,0
3164,36,blue-collar,married,secondary,cellular,0,yes,yes,1,high,240,0,0
3165,37,services,married,secondary,cellular,393,yes,yes,1,low,95,0,0
3166,38,technician,married,secondary,cellular,5115,yes,no,6,high,99,763.16,0
3167,53,retired,married,secondary,NA,1004,yes,no,0,uknown,155,0,0
3168,26,student,single,tertiary,cellular,5169,yes,no,0,uknown,639,0,0
3169,37,services,married,secondary,NA,780,yes,no,0,uknown,125,0,0
3170,38,management,single,tertiary,NA,673,yes,no,0,uknown,184,0,0
3171,34,services,single,secondary,cellular,2,yes,no,0,uknown,153,251.5,0
3172,68,retired,married,primary,cellular,451,no,no,0,uknown,373,48.83,0
3173,40,admin.,single,secondary,NA,1200,yes,no,0,uknown,284,0,0
3174,40,management,married,tertiary,cellular,193,no,no,0,uknown,105,0,0
3175,42,housemaid,single,secondary,telephone,578,no,no,0,uknown,44,0,0
3176,45,unemployed,married,secondary,cellular,-407,yes,no,2,low,320,0,0
3177,33,technician,divorced,secondary,cellular,0,yes,no,0,uknown,177,0,0
3178,58,management,divorced,tertiary,NA,50,yes,no,0,uknown,109,0,0
3179,34,services,married,secondary,NA,0,no,no,0,uknown,56,0,0
3180,42,blue-collar,married,secondary,cellular,2913,no,no,1,low,705,543.23,0
3181,26,blue-collar,married,secondary,telephone,0,yes,yes,0,uknown,51,0,0
3182,28,student,single,tertiary,cellular,118,no,no,5,uknown,85,0,0
3183,34,blue-collar,single,primary,cellular,4260,yes,no,0,uknown,375,0,0
3184,37,technician,divorced,secondary,cellular,3068,yes,yes,1,uknown,370,386.42,0
3185,35,technician,married,secondary,cellular,-78,no,no,0,uknown,102,0,0
3186,43,blue-collar,married,primary,cellular,555,yes,no,2,low,175,0,0
3187,41,management,married,secondary,cellular,6,no,no,0,uknown,123,0,0
3188,50,housemaid,married,secondary,cellular,388,no,no,2,high,152,0,0
3189,47,technician,married,tertiary,cellular,1430,yes,no,0,uknown,120,0,0
3190,37,management,married,tertiary,NA,425,yes,no,0,uknown,226,0,0
3191,51,management,divorced,secondary,cellular,-35,yes,no,5,low,498,0,0
3192,57,services,married,secondary,cellular,140,yes,no,0,uknown,143,0,0
3193,45,blue-collar,married,secondary,cellular,2644,yes,no,0,uknown,36,0,0
3194,37,blue-collar,married,primary,NA,445,yes,no,0,uknown,159,0,0
3195,54,technician,divorced,secondary,cellular,-11,yes,no,0,uknown,168,0,0
3196,31,blue-collar,single,secondary,NA,58,yes,no,0,uknown,542,0,0
3197,44,blue-collar,married,secondary,cellular,0,yes,no,0,uknown,139,0,0
3198,19,student,single,NA,cellular,108,no,no,1,high,273,28.99,0
3199,53,blue-collar,married,secondary,cellular,1777,yes,no,1,low,796,421.53,0
3200,36,admin.,single,tertiary,cellular,364,no,yes,1,low,185,168.42,0
3201,35,management,single,tertiary,cellular,2306,no,no,0,uknown,86,0,0
3202,58,management,married,tertiary,NA,5680,no,no,0,uknown,114,0,0
3203,35,services,married,primary,cellular,14,no,yes,0,uknown,151,0,0
3204,35,management,married,tertiary,cellular,109,no,yes,0,uknown,257,0,0
3205,31,admin.,married,secondary,NA,-36,yes,yes,0,uknown,64,0,0
3206,30,services,single,secondary,NA,603,yes,yes,0,uknown,335,0,0
3207,39,management,married,secondary,cellular,13578,yes,no,0,uknown,185,0,0
3208,31,technician,single,tertiary,cellular,665,yes,no,0,uknown,156,0,0
3209,52,management,married,tertiary,cellular,2063,yes,no,0,uknown,114,0,0
3210,30,services,single,secondary,cellular,1268,yes,no,8,uknown,105,377.3,0
3211,30,services,married,secondary,NA,179,yes,no,0,uknown,64,0,0
3212,49,blue-collar,married,primary,telephone,1798,yes,yes,0,uknown,209,0,0
3213,59,admin.,married,secondary,NA,230,yes,no,0,uknown,190,0,0
3214,32,technician,married,secondary,cellular,0,no,no,0,uknown,254,0,0
3215,39,blue-collar,married,primary,NA,259,yes,no,0,uknown,168,0,0
3216,32,services,single,tertiary,NA,-233,yes,no,0,uknown,140,0,0
3217,43,management,single,tertiary,cellular,0,no,no,0,uknown,331,0,0
3218,34,technician,single,secondary,NA,1091,yes,no,0,uknown,252,0,0
3219,67,retired,married,tertiary,cellular,1341,no,no,0,uknown,706,90.67,0
3220,24,technician,single,tertiary,NA,596,yes,no,0,uknown,451,0,0
3221,29,technician,single,tertiary,cellular,940,yes,no,1,low,757,0,0
3222,57,retired,married,primary,telephone,-384,yes,yes,0,uknown,534,0,0
3223,25,unemployed,single,secondary,NA,34,no,yes,0,uknown,316,0,0
3224,31,management,married,tertiary,cellular,2344,yes,no,0,uknown,221,0,0
3225,36,management,married,tertiary,cellular,222,yes,no,2,low,317,0,0
3226,40,blue-collar,married,primary,cellular,106,yes,no,0,uknown,200,0,0
3227,33,technician,single,tertiary,cellular,1190,yes,no,4,low,50,0,0
3228,35,technician,single,tertiary,cellular,354,yes,no,0,uknown,274,0,0
3229,38,management,single,tertiary,cellular,231,no,no,0,uknown,118,0,0
3230,49,blue-collar,married,tertiary,NA,1784,no,no,0,uknown,753,0,0
3231,49,admin.,single,secondary,NA,2040,yes,no,0,uknown,204,0,0
3232,40,management,divorced,NA,cellular,4095,yes,no,0,uknown,281,0,0
3233,60,management,married,secondary,cellular,544,no,no,2,low,95,367.84,0
3234,29,blue-collar,married,secondary,NA,-475,yes,no,0,uknown,538,0,0
3235,36,management,married,tertiary,cellular,130,no,no,0,uknown,65,0,0
3236,40,entrepreneur,married,primary,cellular,324,yes,no,0,uknown,205,0,0
3237,39,management,married,tertiary,cellular,947,no,no,0,uknown,124,0,0
3238,36,management,married,tertiary,NA,1357,yes,no,0,uknown,74,0,0
3239,44,self-employed,married,NA,cellular,163,yes,no,0,uknown,364,287.02,0
3240,47,blue-collar,married,primary,cellular,-58,yes,no,0,uknown,92,0,0
3241,38,blue-collar,married,secondary,NA,0,no,no,0,uknown,71,0,0
3242,52,management,married,tertiary,telephone,249,yes,yes,0,uknown,100,0,0
3243,34,entrepreneur,single,secondary,cellular,-200,no,yes,0,uknown,248,0,0
3244,56,retired,married,secondary,NA,-1,yes,no,0,uknown,45,0,0
3245,43,services,married,secondary,telephone,488,yes,no,0,uknown,8,0,0
3246,40,management,married,tertiary,cellular,52527,no,no,0,uknown,140,0,0
3247,43,admin.,married,secondary,cellular,1625,yes,yes,0,uknown,56,0,0
3248,31,management,married,tertiary,cellular,2652,no,no,0,uknown,9,0,0
3249,44,entrepreneur,married,secondary,cellular,4389,yes,no,0,uknown,149,0,0
3250,31,management,single,tertiary,NA,-307,yes,yes,0,uknown,91,0,0
3251,28,admin.,single,secondary,NA,-103,yes,no,0,uknown,252,0,0
3252,30,admin.,married,secondary,cellular,396,yes,no,2,low,366,293.56,0
3253,34,management,married,tertiary,cellular,-30,yes,no,0,uknown,449,0,0
3254,57,admin.,married,primary,cellular,286,no,no,0,uknown,100,0,0
3255,32,blue-collar,single,secondary,cellular,3044,yes,no,0,uknown,533,0,0
3256,53,services,married,secondary,telephone,1194,no,no,0,uknown,166,0,0
3257,34,management,single,tertiary,cellular,1228,no,no,10,high,99,0,0
3258,47,admin.,married,secondary,cellular,70,yes,no,2,high,144,241.71,0
3259,32,admin.,married,secondary,cellular,167,yes,no,0,uknown,103,0,0
3260,27,admin.,single,secondary,cellular,1327,no,no,9,uknown,339,0,0
3261,41,admin.,married,secondary,cellular,158,yes,no,4,uknown,250,0,0
3262,36,blue-collar,married,secondary,cellular,-42,no,yes,2,uknown,521,0,0
3263,59,retired,married,secondary,NA,444,yes,no,0,uknown,137,0,0
3264,38,technician,married,secondary,cellular,0,yes,no,0,uknown,71,0,0
3265,29,management,married,tertiary,cellular,250,yes,no,1,uknown,371,0,0
3266,75,retired,married,tertiary,cellular,6027,no,no,4,high,809,327.33,0
3267,31,self-employed,married,tertiary,cellular,1015,no,no,0,uknown,112,0,0
3268,36,blue-collar,single,secondary,NA,2390,yes,no,0,uknown,446,0,0
3269,33,management,single,tertiary,cellular,1374,yes,yes,0,uknown,93,0,0
3270,43,management,divorced,tertiary,cellular,-173,no,yes,0,uknown,119,0,0
3271,53,technician,married,NA,cellular,9252,no,no,0,uknown,277,0,0
3272,53,management,married,primary,cellular,-139,no,no,0,uknown,328,0,0
3273,43,technician,divorced,tertiary,cellular,0,no,no,0,uknown,142,0,0
3274,36,admin.,married,secondary,cellular,304,yes,no,0,uknown,249,0,0
3275,38,blue-collar,single,tertiary,NA,18,no,no,0,uknown,605,0,0
3276,63,NA,married,secondary,telephone,367,no,no,6,low,262,0,0
3277,44,admin.,married,secondary,cellular,429,yes,yes,32,low,35,0,0
3278,45,housemaid,married,primary,NA,0,no,yes,0,uknown,161,0,0
3279,38,management,single,tertiary,NA,11971,yes,no,3,low,609,0,0
3280,27,technician,single,secondary,cellular,740,yes,no,0,uknown,294,0,0
3281,41,blue-collar,married,secondary,cellular,271,yes,no,2,low,148,0,0
3282,39,technician,married,secondary,NA,-295,yes,no,0,uknown,288,0,0
3283,39,management,married,tertiary,cellular,416,yes,no,0,uknown,145,0,0
3284,22,student,single,secondary,telephone,2162,no,no,0,uknown,168,0,0
3285,37,services,married,secondary,cellular,0,yes,no,0,uknown,330,0,0
3286,48,management,married,secondary,NA,11146,no,no,0,uknown,136,0,0
3287,48,management,married,tertiary,cellular,10347,yes,no,0,uknown,153,0,0
3288,56,services,married,secondary,NA,473,yes,no,0,uknown,416,0,0
3289,54,technician,married,secondary,NA,1455,yes,no,0,uknown,90,0,0
3290,50,admin.,single,secondary,cellular,642,no,no,0,uknown,435,0,0
3291,35,technician,divorced,tertiary,cellular,1242,yes,no,3,low,141,0,0
3292,31,blue-collar,married,primary,telephone,1738,no,no,0,uknown,895,0,0
3293,55,management,married,tertiary,cellular,979,no,yes,0,uknown,123,0,0
3294,36,blue-collar,divorced,secondary,NA,808,no,no,0,uknown,163,0,0
3295,48,admin.,married,secondary,NA,306,no,yes,0,uknown,314,0,0
3296,39,entrepreneur,married,primary,cellular,238,yes,yes,0,uknown,134,0,0
3297,44,admin.,divorced,secondary,NA,161,yes,no,0,uknown,89,0,0
3298,54,self-employed,married,tertiary,telephone,66,yes,no,0,uknown,246,0,0
3299,28,blue-collar,married,secondary,cellular,1072,yes,no,4,uknown,630,0,0
3300,36,unemployed,married,tertiary,cellular,7222,yes,no,5,low,104,0,0
3301,44,management,married,tertiary,cellular,0,yes,no,0,uknown,49,0,0
3302,31,technician,single,tertiary,cellular,0,yes,no,0,uknown,90,0,0
3303,54,blue-collar,married,primary,cellular,2110,yes,no,0,uknown,120,0,0
3304,39,unemployed,married,secondary,NA,1654,no,no,0,uknown,264,0,0
3305,38,admin.,married,secondary,cellular,981,yes,yes,0,uknown,134,0,0
3306,37,unemployed,single,tertiary,cellular,1316,yes,no,3,low,350,91.45,0
3307,31,management,divorced,tertiary,cellular,414,no,yes,0,uknown,241,148.59,0
3308,32,blue-collar,divorced,secondary,NA,86,no,yes,0,uknown,703,0,0
3309,27,admin.,married,primary,cellular,395,yes,no,0,uknown,122,0,0
3310,60,retired,married,secondary,NA,78,no,yes,0,uknown,151,0,0
3311,32,unemployed,married,tertiary,cellular,394,yes,no,0,uknown,266,0,0
3312,47,admin.,married,secondary,cellular,175,yes,no,0,uknown,102,0,0
3313,41,technician,divorced,secondary,cellular,988,no,no,0,uknown,429,0,0
3314,39,blue-collar,married,secondary,NA,293,yes,no,0,uknown,160,0,0
3315,53,blue-collar,married,primary,NA,10,yes,no,0,uknown,73,0,0
3316,41,blue-collar,married,secondary,cellular,284,yes,no,0,uknown,8,0,0
3317,28,technician,single,tertiary,NA,1050,yes,no,0,uknown,293,0,0
3318,27,admin.,single,secondary,NA,-181,yes,yes,0,uknown,81,0,0
3319,47,management,married,secondary,cellular,0,yes,yes,0,uknown,124,0,0
3320,37,unemployed,single,tertiary,cellular,0,yes,no,0,uknown,108,0,0
3321,38,technician,single,secondary,cellular,565,yes,no,0,uknown,1143,284.6,0
3322,24,admin.,single,secondary,cellular,1052,no,no,0,uknown,354,395.87,0
3323,30,services,single,secondary,cellular,-158,yes,no,2,low,426,236.5,0
3324,42,self-employed,married,secondary,cellular,0,no,no,0,uknown,58,0,0
3325,50,entrepreneur,divorced,tertiary,cellular,223,no,no,0,uknown,264,0,0
